experience,cost_centre,in_probation,preventables_year,incidents_year,number_incidents,number_preventables,number_non_recordables,number_non_preventables,total_hours_last3yr,last_preventable_date,incidents_1957
>60 Months,STC,N,0,1.23,3,NA,NA,1,4779.9,NA,5871
>60 Months,STC,N,0,1.82,5,NA,NA,3,5369.01,NA,9785
>60 Months,STC,N,0,1.26,3,NA,1,NA,4649.93,NA,5871
>60 Months,STC,N,0.46,2.28,5,1,NA,4,4295.68,2019-07-22T00:00:00Z,9785
>60 Months,STC,N,0,0.38,1,NA,NA,1,5141.39,NA,1957
>60 Months,STC,N,0.38,0.38,1,1,NA,NA,5132.79,2017-09-01T00:00:00Z,1957
>60 Months,STC,N,0.73,4.41,12,2,NA,9,5325.56,2018-12-18T00:00:00Z,23484
>60 Months,STC,N,0.57,2.56,9,2,NA,5,6891.42,2019-02-03T00:00:00Z,17613
>60 Months,STC,N,0.33,1.34,4,1,NA,NA,5856.81,2018-09-12T00:00:00Z,7828
>60 Months,STC,N,0.43,1.28,3,1,NA,1,4589.4,2018-07-09T00:00:00Z,5871
>60 Months,STC,N,0,0.29,1,NA,NA,1,6792.99,NA,1957
>60 Months,STC,N,0,1.08,3,NA,NA,3,5422.08,NA,5871
>60 Months,STC,N,0,0.41,1,NA,NA,NA,4831.17,NA,1957
>60 Months,STC,N,0.91,1.36,3,2,NA,1,4323.05,2019-08-17T00:00:00Z,5871
>60 Months,STC,N,0,1.1,2,NA,NA,1,3554.37,NA,3914
>60 Months,STC,N,0,0.77,2,NA,NA,1,5069.95,NA,3914
>60 Months,STC,N,0,1.19,2,NA,NA,NA,3292.91,NA,3914
>60 Months,STC,N,0,0.7,2,NA,NA,2,5606.43,NA,3914
>60 Months,STC,N,0,2.67,4,NA,NA,3,2929.77,NA,7828
>60 Months,STC,N,0.83,5.37,13,2,NA,6,4736.95,2019-04-02T00:00:00Z,25441
>60 Months,STC,N,0,3.43,7,NA,NA,5,3997.45,NA,13699
>60 Months,STC,N,0.76,3.05,4,1,NA,2,2563.04,2019-04-30T00:00:00Z,7828
>60 Months,STC,N,0.33,1.64,5,1,NA,3,5952.41,2020-01-18T00:00:00Z,9785
>60 Months,STC,N,0,0.72,2,NA,NA,2,5473.69,NA,3914
>60 Months,STC,N,0,1.78,5,NA,NA,5,5498.03,NA,9785
>60 Months,STC,N,0.38,1.53,4,1,1,2,5130.02,2019-06-07T00:00:00Z,7828
>60 Months,STC,N,0.53,0.53,1,1,NA,NA,3677.91,2018-11-30T00:00:00Z,1957
>60 Months,STC,N,0,1.42,4,NA,NA,3,5504.35,NA,7828
>60 Months,STC,N,0.38,0.75,2,1,NA,1,5185.27,2018-01-02T00:00:00Z,3914
>60 Months,STC,N,0.36,1.07,3,1,NA,1,5462.66,2018-10-01T00:00:00Z,5871
>60 Months,STC,N,0.39,2.33,6,1,NA,4,5050.06,2017-04-06T00:00:00Z,11742
>60 Months,STC,N,0.37,1.12,3,1,NA,2,5235.01,2019-08-15T00:00:00Z,5871
>60 Months,STC,N,0,1.91,6,NA,NA,6,6146.24,NA,11742
>60 Months,STC,N,0.35,0.35,1,1,NA,NA,5550.56,2019-02-27T00:00:00Z,1957
>60 Months,STC,N,1.17,1.56,4,3,NA,1,5003.32,2019-02-26T00:00:00Z,7828
>60 Months,STC,N,0.46,0.46,1,1,NA,NA,4272.68,2019-04-12T00:00:00Z,1957
>60 Months,STC,N,0.37,0.74,2,1,NA,1,5276.44,2017-02-01T00:00:00Z,3914
>60 Months,STC,N,0,1.68,4,NA,NA,4,4647.78,NA,7828
>60 Months,STC,N,0.7,2.11,6,2,NA,3,5571.22,2018-08-28T00:00:00Z,11742
>60 Months,STC,N,0,0.71,2,NA,NA,2,5483.67,NA,3914
>60 Months,STC,N,0,0.41,1,NA,NA,1,4735.62,NA,1957
>60 Months,STC,N,0,1.11,3,NA,NA,2,5285.94,NA,5871
>60 Months,STC,N,0,0.73,2,NA,NA,2,5394.7,NA,3914
>60 Months,STC,N,0,0.35,1,NA,NA,1,5567.41,NA,1957
>60 Months,STC,N,0,1.65,4,NA,NA,3,4744.64,NA,7828
>60 Months,STC,N,0.31,1.23,4,1,NA,2,6353.2,2019-11-24T00:00:00Z,7828
>60 Months,STC,N,0,0.35,1,NA,NA,1,5623.14,NA,1957
>60 Months,STC,N,0,0.8,1,NA,NA,1,2453.83,NA,1957
>60 Months,STC,N,0.33,0.98,3,1,NA,2,5963.88,2019-12-09T00:00:00Z,5871
>60 Months,STC,N,0,0.36,1,NA,NA,1,5508.91,NA,1957
>60 Months,STC,N,0,0.36,1,NA,NA,1,5369.05,NA,1957
>60 Months,STC,N,0,0.88,2,NA,NA,2,4444.66,NA,3914
>60 Months,STC,N,0.35,1.75,5,1,NA,4,5590.72,2018-05-29T00:00:00Z,9785
>60 Months,STC,N,0,0.95,2,NA,NA,2,4119.31,NA,3914
>60 Months,STC,N,0,3.73,10,NA,1,6,5240.4,NA,19570
>60 Months,STC,N,0.28,1.39,5,1,NA,2,7052.96,2017-05-04T00:00:00Z,9785
>60 Months,STC,N,1.05,2.63,5,2,NA,1,3721.28,2019-12-26T00:00:00Z,9785
>60 Months,STC,N,0,0.75,2,NA,NA,2,5206.8,NA,3914
>60 Months,STC,N,0,1.71,5,NA,NA,4,5715.04,NA,9785
>60 Months,STC,N,0,1.77,5,NA,NA,3,5517.31,NA,9785
>60 Months,STC,N,0,0.37,1,NA,NA,1,5276.62,NA,1957
>60 Months,STC,N,0.39,0.79,2,1,NA,1,4973.08,2019-01-07T00:00:00Z,3914
>60 Months,STC,N,0.47,1.41,3,1,NA,1,4176.87,2018-01-09T00:00:00Z,5871
>60 Months,STC,N,0,1.61,4,NA,NA,3,4851.25,NA,7828
>60 Months,STC,N,0.69,3.45,5,1,NA,4,2837.81,2018-03-14T00:00:00Z,9785
>60 Months,STC,N,0.32,1.61,5,1,NA,2,6085.58,2019-03-07T00:00:00Z,9785
>60 Months,STC,N,0.5,2.51,5,1,NA,1,3900.48,2020-02-16T00:00:00Z,9785
>60 Months,STC,N,0.33,0.65,2,1,NA,1,5987.51,2018-02-03T00:00:00Z,3914
>60 Months,STC,N,0.38,1.9,5,1,NA,1,5154.39,2019-08-20T00:00:00Z,9785
>60 Months,STC,N,0.6,2.1,7,2,NA,5,6537.29,2019-07-24T00:00:00Z,13699
>60 Months,STC,N,0,1.43,4,NA,NA,4,5489.22,NA,7828
>60 Months,STC,N,1.19,1.79,3,2,NA,NA,3285.85,2019-02-05T00:00:00Z,5871
>60 Months,STC,N,0,1.52,4,NA,NA,3,5144.37,NA,7828
>60 Months,STC,N,0.75,2.98,8,2,NA,3,5247.1,2018-02-28T00:00:00Z,15656
>60 Months,STC,N,0.62,2.18,7,2,NA,5,6291.06,2019-10-15T00:00:00Z,13699
>60 Months,STC,N,0.57,1.14,4,2,NA,1,6862.36,2019-01-29T00:00:00Z,7828
>60 Months,STC,N,0,3.65,10,NA,NA,5,5362.02,NA,19570
>60 Months,STC,N,0,1.25,3,NA,NA,3,4684.65,NA,5871
>60 Months,STC,N,0,0.38,1,NA,NA,1,5189.35,NA,1957
>60 Months,STC,N,0.33,3.95,12,1,NA,6,5941.79,2019-02-26T00:00:00Z,23484
>60 Months,STC,N,0.4,3.21,8,1,NA,7,4875.96,2018-02-26T00:00:00Z,15656
>60 Months,STC,N,0.42,1.68,4,1,NA,2,4669.81,2019-12-19T00:00:00Z,7828
>60 Months,STC,N,0,0.44,1,NA,NA,NA,4463.26,NA,1957
>60 Months,STC,N,0,1.58,4,NA,NA,4,4964.7,NA,7828
>60 Months,STC,N,0.44,2.18,5,1,NA,3,4488.64,2019-01-25T00:00:00Z,9785
>60 Months,STC,N,0.63,0.63,2,2,NA,NA,6185.34,2019-08-12T00:00:00Z,3914
>60 Months,STC,N,0,0.47,1,NA,NA,1,4203.15,NA,1957
>60 Months,STC,N,0,0.39,1,NA,NA,1,5046.79,NA,1957
>60 Months,STC,N,0,0.38,1,NA,NA,1,5106.54,NA,1957
>60 Months,STC,N,0,0.4,1,NA,NA,NA,4913.2,NA,1957
>60 Months,STC,N,0.71,1.77,5,2,NA,2,5538.59,2018-12-07T00:00:00Z,9785
>60 Months,STC,N,0.61,1.22,4,2,NA,1,6439.56,2018-11-01T00:00:00Z,7828
>60 Months,STC,N,0.37,0.37,1,1,NA,NA,5273.12,2017-12-11T00:00:00Z,1957
>60 Months,STC,N,0,0.48,1,NA,NA,1,4053.96,NA,1957
>60 Months,STC,N,0,0.33,1,NA,NA,NA,5906.59,NA,1957
>60 Months,STC,N,1.21,3.03,5,2,NA,3,3234.16,2019-01-06T00:00:00Z,9785
>60 Months,STC,N,0,1.42,4,NA,NA,2,5527.64,NA,7828
>60 Months,STC,N,0,4.87,11,NA,NA,7,4424.36,NA,21527
>60 Months,STC,N,0,1.07,3,NA,NA,1,5504.98,NA,5871
>60 Months,STC,N,0,0.77,2,NA,NA,2,5057.28,NA,3914
>60 Months,STC,N,0.37,1.85,5,1,NA,4,5280.88,2020-01-10T00:00:00Z,9785
>60 Months,STC,N,0,0.35,1,NA,NA,NA,5662.13,NA,1957
>60 Months,STC,N,0.33,1.98,6,1,NA,3,5936.11,2018-11-10T00:00:00Z,11742
>60 Months,STC,N,0,0.92,2,NA,NA,NA,4246.3,NA,3914
>60 Months,STC,N,0,0.96,2,NA,NA,1,4072.92,NA,3914
>60 Months,STC,N,0,0.83,2,NA,NA,1,4719.17,NA,3914
>60 Months,STC,N,0.41,1.63,4,1,NA,2,4792.04,2017-10-05T00:00:00Z,7828
>60 Months,STC,N,0.36,0.72,2,1,NA,NA,5465.89,2017-06-06T00:00:00Z,3914
>60 Months,STC,N,0,1.03,3,NA,NA,2,5724.95,NA,5871
>60 Months,STC,N,0.49,3.4,7,1,NA,4,4023.91,2017-07-12T00:00:00Z,13699
>60 Months,STC,N,0,1.71,5,NA,NA,4,5719.84,NA,9785
>60 Months,STC,N,0,2.72,4,NA,NA,2,2875.1,NA,7828
>60 Months,STC,N,0,2.89,7,NA,NA,5,4740.81,NA,13699
>60 Months,STC,N,0.35,3.15,9,1,NA,5,5593.65,2019-08-22T00:00:00Z,17613
>60 Months,STC,N,0,0.76,2,NA,NA,1,5176.46,NA,3914
>60 Months,STC,N,2.22,3.33,3,2,NA,1,1764.63,2019-01-18T00:00:00Z,5871
>60 Months,STC,N,1.14,3.05,8,3,NA,4,5139.82,2017-09-06T00:00:00Z,15656
>60 Months,STC,N,0,1.38,4,NA,NA,4,5669.73,NA,7828
>60 Months,STC,N,0,2.07,6,NA,NA,2,5661.41,NA,11742
>60 Months,STC,N,0,1.8,5,NA,NA,5,5442.03,NA,9785
>60 Months,STC,N,0.36,1.44,4,1,NA,3,5427.39,2019-08-27T00:00:00Z,7828
>60 Months,STC,N,0,1.51,4,NA,NA,4,5176.03,NA,7828
>60 Months,STC,N,0,1.38,2,NA,NA,2,2845.06,NA,3914
>60 Months,STC,N,0.36,1.8,5,1,NA,3,5434.37,2019-05-13T00:00:00Z,9785
>60 Months,STC,N,0,1.12,3,NA,NA,3,5246.76,NA,5871
>60 Months,STC,N,0,2.91,3,NA,NA,NA,2014.67,NA,5871
>60 Months,STC,N,0,1.42,4,NA,NA,1,5510.25,NA,7828
>60 Months,STC,N,0.78,1.95,5,2,NA,2,5010.88,2019-08-18T00:00:00Z,9785
>60 Months,STC,N,0.32,1.58,5,1,NA,3,6191.64,2019-05-01T00:00:00Z,9785
>60 Months,STC,N,0.97,1.95,2,1,NA,NA,2012.2,2018-05-17T00:00:00Z,3914
>60 Months,STC,N,0.35,1.06,3,1,NA,1,5530.11,2019-12-16T00:00:00Z,5871
>60 Months,STC,N,0,0.68,2,NA,NA,1,5724.41,NA,3914
>60 Months,STC,N,0,2.28,6,NA,NA,4,5157.4,NA,11742
>60 Months,STC,N,0,1.88,4,NA,NA,1,4170.41,NA,7828
>60 Months,STC,N,0.52,1.04,2,1,NA,1,3760.68,2019-10-11T00:00:00Z,3914
>60 Months,STC,N,0,0.54,1,NA,NA,1,3628.62,NA,1957
>60 Months,STC,N,0,1.4,4,NA,NA,3,5573.36,NA,7828
>60 Months,STC,N,0.46,1.39,3,1,NA,2,4232.97,2017-09-27T00:00:00Z,5871
>60 Months,STC,N,0,0.72,2,NA,NA,2,5473.03,NA,3914
>60 Months,STC,N,0.37,0.74,2,1,NA,1,5261.79,2018-11-07T00:00:00Z,3914
>60 Months,STC,N,0.38,1.15,3,1,NA,2,5124.37,2018-10-24T00:00:00Z,5871
>60 Months,STC,N,0,1.77,6,NA,NA,3,6636.57,NA,11742
>60 Months,STC,N,0,1.32,3,NA,NA,3,4458.41,NA,5871
>60 Months,STC,N,0,1.56,2,NA,NA,2,2514.76,NA,3914
>60 Months,STC,N,0,0.82,2,NA,NA,1,4778.61,NA,3914
>60 Months,STC,N,0.38,1.53,4,1,NA,2,5100.6,2018-10-30T00:00:00Z,7828
>60 Months,STC,N,0,1.25,4,NA,NA,3,6277.23,NA,7828
>60 Months,STC,N,0.38,1.13,3,1,NA,NA,5210.14,2018-07-23T00:00:00Z,5871
>60 Months,STC,N,0.83,2.89,7,2,NA,3,4741.66,2018-03-19T00:00:00Z,13699
>60 Months,STC,N,0,1.57,4,NA,NA,3,4991.98,NA,7828
>60 Months,STC,N,0,1.16,3,NA,NA,3,5081.18,NA,5871
>60 Months,STC,N,0.37,0.74,2,1,NA,1,5303.78,2017-05-01T00:00:00Z,3914
>60 Months,STC,N,1.22,5.8,19,4,NA,11,6409.52,2018-10-06T00:00:00Z,37183
>60 Months,STC,N,0.68,2.74,8,2,NA,5,5716.39,2018-10-06T00:00:00Z,15656
>60 Months,STC,N,0,1.91,5,NA,NA,3,5117.62,NA,9785
>60 Months,STC,N,1.62,2.43,3,2,1,NA,2412.04,2017-03-03T00:00:00Z,5871
>60 Months,STC,N,1.38,4.13,6,2,NA,2,2841.26,2019-08-25T00:00:00Z,11742
>60 Months,STC,N,0.39,1.93,5,1,NA,3,5076.21,2018-09-20T00:00:00Z,9785
>60 Months,STC,N,0,1.97,5,NA,NA,4,4963.26,NA,9785
>60 Months,STC,N,0,1.05,3,NA,NA,3,5574.22,NA,5871
>60 Months,STC,N,0.41,0.41,1,1,NA,NA,4790.27,2018-12-02T00:00:00Z,1957
>60 Months,STC,N,0,2.08,4,NA,NA,3,3767.36,NA,7828
>60 Months,STC,N,0.96,2.4,5,2,NA,1,4081.49,2018-06-08T00:00:00Z,9785
>60 Months,STC,N,0.31,1.53,5,1,NA,2,6383.82,2018-03-31T00:00:00Z,9785
>60 Months,STC,N,0,0.4,1,NA,NA,1,4864.35,NA,1957
>60 Months,STC,N,0.37,0.73,2,1,NA,NA,5357.25,2020-01-20T00:00:00Z,3914
>60 Months,STC,N,1.56,2.34,6,4,NA,1,5028.55,2019-02-06T00:00:00Z,11742
>60 Months,STC,N,0.34,1.02,3,1,NA,2,5760.49,2019-04-22T00:00:00Z,5871
>60 Months,STC,N,0,0.35,1,NA,NA,NA,5640.5,NA,1957
>60 Months,STC,N,0,2.55,6,NA,NA,3,4611.18,NA,11742
>60 Months,STC,N,0,1.85,3,NA,NA,NA,3166.33,NA,5871
>60 Months,STC,N,1.54,2.56,5,3,NA,1,3816.63,2019-01-04T00:00:00Z,9785
>60 Months,STC,N,0,0.4,1,NA,NA,1,4914.2,NA,1957
>60 Months,STC,N,0,0.84,2,NA,NA,1,4678.01,NA,3914
>60 Months,STC,N,0,1.36,4,NA,NA,3,5749.5,NA,7828
>60 Months,STC,N,0.6,4.17,7,1,NA,5,3286.92,2019-03-01T00:00:00Z,13699
>60 Months,STC,N,0.39,1.93,5,1,NA,4,5082.03,2017-01-16T00:00:00Z,9785
>60 Months,STC,N,0,1.79,5,NA,1,4,5459.73,NA,9785
>60 Months,STC,N,0.68,2.03,6,2,NA,3,5775.46,2018-11-13T00:00:00Z,11742
>60 Months,STC,N,0,0.41,1,NA,NA,NA,4763.15,NA,1957
>60 Months,STC,N,0.38,1.52,4,1,NA,3,5159.42,2019-01-06T00:00:00Z,7828
>60 Months,STC,N,0,4.72,13,NA,NA,11,5387.66,NA,25441
>60 Months,STC,N,0.35,1.39,4,1,1,2,5649.56,2017-01-14T00:00:00Z,7828
>60 Months,STC,N,0.68,2.03,6,2,NA,2,5788.88,2018-06-21T00:00:00Z,11742
>60 Months,STC,N,0.4,3.19,8,1,NA,6,4911.98,2017-06-25T00:00:00Z,15656
>60 Months,STC,N,0.32,1.58,5,1,NA,3,6180.38,2018-06-20T00:00:00Z,9785
>60 Months,STC,N,0.35,2.11,6,1,NA,4,5571.81,2017-02-09T00:00:00Z,11742
>60 Months,STC,N,0.69,1.38,4,2,NA,1,5667.79,2019-12-03T00:00:00Z,7828
>60 Months,STC,N,0,2.29,6,NA,2,2,5125.86,NA,11742
>60 Months,STC,N,0,1.41,4,NA,NA,3,5569.18,NA,7828
>60 Months,STC,N,0,1.25,4,NA,NA,3,6262.12,NA,7828
>60 Months,STC,N,0,4.12,12,NA,NA,12,5705.85,NA,23484
>60 Months,STC,N,0.42,1.66,4,1,NA,3,4707.91,2017-04-02T00:00:00Z,7828
>60 Months,STC,N,0.41,2.05,5,1,NA,4,4780.63,2018-07-26T00:00:00Z,9785
>60 Months,STC,N,0,5.09,14,NA,NA,12,5381.19,NA,27398
>60 Months,STC,N,0,1.08,3,NA,NA,3,5427.69,NA,5871
>60 Months,STC,N,0,1.32,4,NA,1,2,5922.56,NA,7828
>18 & <60 Months,STC,N,0,1.35,4,NA,NA,2,5814.16,NA,7828
>18 & <60 Months,STC,N,0,0.73,2,NA,NA,1,5376.98,NA,3914
>18 & <60 Months,STC,N,0,0.73,2,NA,NA,2,5363.62,NA,3914
>18 & <60 Months,STC,N,0.4,1.99,5,1,NA,4,4914.47,2019-02-23T00:00:00Z,9785
>18 & <60 Months,STC,N,0.37,2.2,6,1,NA,5,5346.55,2019-01-14T00:00:00Z,11742
>18 & <60 Months,STC,N,0,4.16,10,NA,NA,9,4704.32,NA,19570
>18 & <60 Months,STC,N,0.77,1.16,3,2,NA,NA,5080.76,2019-04-11T00:00:00Z,5871
>18 & <60 Months,STC,N,0,1.4,3,NA,NA,2,4199.32,NA,5871
>18 & <60 Months,STC,N,0.49,1.97,4,1,NA,2,3978.09,2019-02-24T00:00:00Z,7828
>18 & <60 Months,STC,N,0,0.67,2,NA,1,1,5859.16,NA,3914
>18 & <60 Months,STC,N,0,2.52,6,NA,NA,5,4663.04,NA,11742
>18 & <60 Months,STC,N,0.37,1.48,4,1,NA,3,5298.89,2017-06-20T00:00:00Z,7828
>18 & <60 Months,STC,N,0.6,2.1,7,2,NA,5,6511.04,2019-10-08T00:00:00Z,13699
>18 & <60 Months,STC,N,0.43,1.71,4,1,1,1,4567.69,2017-01-08T00:00:00Z,7828
>18 & <60 Months,STC,N,0,0.75,2,NA,NA,1,5236.85,NA,3914
>18 & <60 Months,STC,N,0.46,1.85,4,1,NA,2,4233.1,2019-09-14T00:00:00Z,7828
>18 & <60 Months,STC,N,0.34,1.69,5,1,NA,4,5805.79,2017-05-29T00:00:00Z,9785
>18 & <60 Months,STC,N,1.02,2.38,7,3,NA,3,5744.12,2019-11-29T00:00:00Z,13699
>18 & <60 Months,STC,N,0,0.32,1,NA,NA,1,6102.85,NA,1957
>18 & <60 Months,STC,N,0,2.35,7,NA,NA,7,5819.09,NA,13699
>18 & <60 Months,STC,N,0,1.03,3,NA,NA,1,5672.59,NA,5871
>18 & <60 Months,STC,N,0.38,4.55,12,1,1,8,5160.12,2018-03-15T00:00:00Z,23484
>18 & <60 Months,STC,N,0.66,2.66,8,2,NA,4,5895.49,2018-07-25T00:00:00Z,15656
>18 & <60 Months,STC,N,2.15,5.02,7,3,NA,3,2727.68,2017-07-16T00:00:00Z,13699
>18 & <60 Months,STC,N,0.34,4.47,13,1,1,7,5695.8,2017-08-22T00:00:00Z,25441
>18 & <60 Months,STC,N,1.03,3.78,11,3,NA,5,5689.64,2019-09-11T00:00:00Z,21527
>18 & <60 Months,STC,N,0.34,1.72,5,1,NA,3,5697.35,2017-07-05T00:00:00Z,9785
>18 & <60 Months,STC,N,0.42,1.7,4,1,NA,2,4617.43,2018-03-25T00:00:00Z,7828
>18 & <60 Months,STC,N,0.78,4.31,11,2,NA,7,4991.69,2019-05-31T00:00:00Z,21527
>18 & <60 Months,STC,N,0,1.9,3,NA,NA,3,3087.9,NA,5871
>18 & <60 Months,STC,N,0.34,0.69,2,1,NA,1,5679.03,2017-05-04T00:00:00Z,3914
>18 & <60 Months,STC,N,0.34,0.69,2,1,NA,NA,5690.62,2017-05-11T00:00:00Z,3914
>18 & <60 Months,STC,N,0,3.46,5,NA,NA,3,2825.89,NA,9785
>18 & <60 Months,STC,N,0,0.75,2,NA,NA,NA,5240.07,NA,3914
>18 & <60 Months,STC,N,0.46,3.7,8,1,NA,5,4227.26,2017-05-05T00:00:00Z,15656
>18 & <60 Months,STC,N,0.67,2.02,6,2,NA,4,5807.73,2019-04-18T00:00:00Z,11742
>18 & <60 Months,STC,N,0,3.87,10,NA,NA,5,5059.13,NA,19570
>18 & <60 Months,STC,N,0,2.17,4,NA,NA,4,3608.53,NA,7828
>18 & <60 Months,STC,N,0.37,2.96,8,1,NA,7,5290.78,2018-06-09T00:00:00Z,15656
>18 & <60 Months,STC,N,0.36,3.95,11,1,2,1,5443.86,2019-01-03T00:00:00Z,21527
>18 & <60 Months,STC,N,0,1.07,3,NA,NA,1,5472.98,NA,5871
>18 & <60 Months,STC,N,0,1.52,4,NA,NA,4,5134.24,NA,7828
>18 & <60 Months,STC,N,0,2.83,8,NA,NA,4,5539.07,NA,15656
>18 & <60 Months,STC,N,0.36,5.79,16,1,NA,14,5409.41,2019-02-06T00:00:00Z,31312
>18 & <60 Months,STC,N,0.7,3.48,10,2,NA,6,5628.59,2017-05-12T00:00:00Z,19570
>18 & <60 Months,STC,N,1.09,1.63,3,2,NA,1,3601.06,2019-08-24T00:00:00Z,5871
>18 & <60 Months,STC,N,0,0.47,1,NA,NA,NA,4165.09,NA,1957
>18 & <60 Months,STC,N,0.38,0.76,2,1,NA,1,5139.31,2019-06-28T00:00:00Z,3914
>18 & <60 Months,STC,N,0,2.36,6,NA,NA,4,4975.31,NA,11742
>18 & <60 Months,STC,N,0.37,2.93,8,1,NA,6,5345.79,2017-06-23T00:00:00Z,15656
>18 & <60 Months,STC,N,0.37,6.29,17,1,NA,9,5291.46,2017-07-15T00:00:00Z,33269
>18 & <60 Months,STC,N,1.13,6.02,16,3,NA,11,5199.19,2019-03-22T00:00:00Z,31312
>18 & <60 Months,STC,N,1.31,5.26,12,3,1,4,4467.75,2018-01-04T00:00:00Z,23484
>18 & <60 Months,STC,N,0.38,0.75,2,1,NA,1,5204.55,2018-11-26T00:00:00Z,3914
>18 & <60 Months,STC,N,0.4,2.42,6,1,NA,4,4844.56,2017-08-14T00:00:00Z,11742
>18 & <60 Months,STC,N,0.44,2.62,6,1,1,3,4475.08,2019-08-07T00:00:00Z,11742
>18 & <60 Months,STC,N,0.84,3.37,8,2,NA,2,4649.83,2018-06-13T00:00:00Z,15656
>18 & <60 Months,STC,N,0.4,1.59,4,1,NA,2,4933.54,2017-12-28T00:00:00Z,7828
>18 & <60 Months,STC,N,0.42,1.26,3,1,NA,2,4661.41,2019-07-21T00:00:00Z,5871
>18 & <60 Months,STC,N,0.39,1.57,4,1,NA,2,4975.51,2019-02-07T00:00:00Z,7828
>18 & <60 Months,STC,N,1.31,3.93,9,3,NA,6,4478.96,2018-03-02T00:00:00Z,17613
>18 & <60 Months,STC,N,0.44,1.31,3,1,NA,1,4477.24,2017-10-28T00:00:00Z,5871
>18 & <60 Months,STC,N,0,1.96,4,NA,NA,4,4003.64,NA,7828
>18 & <60 Months,STC,N,0,1.34,3,NA,NA,1,4365.59,NA,5871
>18 & <60 Months,STC,N,1.38,4.83,7,2,NA,5,2838.17,2019-01-03T00:00:00Z,13699
>18 & <60 Months,STC,N,0,2.43,5,NA,NA,4,4029.86,NA,9785
>18 & <60 Months,STC,N,1.04,4.66,9,2,NA,5,3776.89,2019-03-23T00:00:00Z,17613
>18 & <60 Months,STC,N,0.47,3.32,7,1,NA,5,4121.28,2018-03-14T00:00:00Z,13699
>18 & <60 Months,STC,N,0,4.39,3,NA,NA,1,1338.41,NA,5871
>18 & <60 Months,STC,N,1.48,2.47,5,3,NA,1,3955.09,2018-08-16T00:00:00Z,9785
>18 & <60 Months,STC,N,0,2.18,4,NA,NA,4,3596.7,NA,7828
>18 & <60 Months,STC,N,0,2.16,4,NA,NA,4,3628.17,NA,7828
>18 & <60 Months,STC,N,0.49,5.93,12,1,1,9,3959.39,2019-04-29T00:00:00Z,23484
>18 & <60 Months,STC,N,0.53,2.66,5,1,NA,3,3672.53,2018-04-17T00:00:00Z,9785
>18 & <60 Months,STC,N,0.87,0.87,1,1,NA,NA,2247.6,2018-06-21T00:00:00Z,1957
>18 & <60 Months,STC,N,1.38,3.46,5,2,NA,2,2827.55,2019-11-08T00:00:00Z,9785
>18 & <60 Months,STC,N,0,1.43,2,NA,NA,2,2734.73,NA,3914
>18 & <60 Months,STC,N,0.66,4.65,7,1,NA,3,2944.56,2020-01-21T00:00:00Z,13699
>18 & <60 Months,STC,N,0,1.42,2,NA,NA,1,2763.36,NA,3914
>18 & <60 Months,STC,N,0,3.63,5,NA,NA,5,2697.48,NA,9785
>18 & <60 Months,STC,N,0,0.78,1,NA,NA,NA,2499.28,NA,1957
>18 & <60 Months,STC,N,0,0.9,1,NA,NA,1,2167.5,NA,1957
>6 & 18 Months,STC,N,0,0.87,1,NA,NA,NA,2249.74,NA,1957
>6 & 18 Months,STC,N,0.82,4.1,5,1,1,3,2385.98,2019-12-13T00:00:00Z,9785
>6 & 18 Months,STC,N,3.78,6.62,7,4,NA,3,2070.12,2020-03-03T00:00:00Z,13699
>60 Months,RTC,N,0,0.4,1,NA,NA,NA,4906.25,NA,1957
>60 Months,RTC,N,0.37,2.56,7,1,NA,2,5342.71,2019-05-09T00:00:00Z,13699
>60 Months,RTC,N,0.33,0.67,2,1,NA,1,5877.88,2018-04-21T00:00:00Z,3914
>60 Months,RTC,N,1.07,1.07,3,3,NA,NA,5492.86,2019-10-16T00:00:00Z,5871
>60 Months,RTC,N,0.38,1.13,3,1,NA,1,5214.61,2019-05-16T00:00:00Z,5871
>60 Months,RTC,N,0,0.35,1,NA,NA,1,5529.11,NA,1957
>60 Months,RTC,N,0,2.75,2,NA,NA,1,1425.81,NA,3914
>60 Months,RTC,N,0.37,1.12,3,1,NA,2,5226.08,2019-06-10T00:00:00Z,5871
>60 Months,RTC,N,1.1,1.1,3,3,NA,NA,5357.75,2019-03-19T00:00:00Z,5871
>60 Months,RTC,N,0.58,0.58,2,2,NA,NA,6763.55,2017-03-24T00:00:00Z,3914
>60 Months,RTC,N,0,0.39,1,NA,NA,NA,5042.47,NA,1957
>60 Months,RTC,N,0,0.7,1,NA,NA,1,2802.94,NA,1957
>60 Months,RTC,N,0.34,2.72,8,1,NA,6,5746.21,2018-04-23T00:00:00Z,15656
>60 Months,RTC,N,0,1.27,4,NA,1,3,6168.99,NA,7828
>60 Months,RTC,N,0.69,1.04,3,2,NA,1,5643.67,2018-12-11T00:00:00Z,5871
>60 Months,RTC,N,0,0.4,1,NA,NA,1,4840.59,NA,1957
>60 Months,RTC,N,0,3.29,6,NA,NA,5,3571.24,NA,11742
>60 Months,RTC,N,0.41,2.06,5,1,NA,2,4757.69,2018-10-24T00:00:00Z,9785
>60 Months,RTC,N,0.92,2.31,5,2,NA,1,4244.83,2019-09-25T00:00:00Z,9785
>60 Months,RTC,N,0.83,0.83,2,2,NA,NA,4711.09,2019-09-03T00:00:00Z,3914
