experience,cost_centre,in_probation,preventables_year,incidents_year,number_incidents,number_preventables,number_non_recordables,number_non_preventables,total_hours_last3yr,last_preventable_date,incidents_1957
>60 Months,RTC,N,0,2.31,7,NA,NA,6,5939.67,NA,13699
>60 Months,RTC,N,0.71,1.43,4,2,NA,2,5492.97,2018-01-17T00:00:00Z,7828
>60 Months,RTC,N,0.4,1.2,3,1,NA,2,4876.96,2017-07-27T00:00:00Z,5871
>60 Months,RTC,N,1.2,5.2,13,3,NA,4,4889.37,2019-03-10T00:00:00Z,25441
>60 Months,RTC,N,0,1.08,2,NA,NA,1,3617.8,NA,3914
>60 Months,RTC,N,0,0.35,1,NA,NA,NA,5588.06,NA,1957
>60 Months,RTC,N,0,0.82,2,NA,NA,1,4788.63,NA,3914
>60 Months,RTC,N,0,0.37,1,NA,NA,1,5342.81,NA,1957
>60 Months,RTC,N,0,1.08,3,NA,1,2,5427.31,NA,5871
>60 Months,RTC,N,0.39,0.39,1,1,NA,NA,5051.9,2017-01-06T00:00:00Z,1957
>60 Months,RTC,N,0,1.29,3,NA,NA,2,4557.76,NA,5871
>60 Months,RTC,N,0,0.44,1,NA,NA,1,4465.65,NA,1957
>60 Months,RTC,N,0,1.06,3,NA,NA,3,5537,NA,5871
>60 Months,RTC,N,0,1.4,4,NA,NA,3,5610.98,NA,7828
>60 Months,RTC,N,0.33,3.99,12,1,NA,10,5878.67,2017-07-08T00:00:00Z,23484
>60 Months,RTC,N,0,2.77,5,NA,NA,2,3535.48,NA,9785
>60 Months,RTC,N,0.77,3.46,9,2,NA,5,5093.79,2020-01-22T00:00:00Z,17613
>60 Months,RTC,N,0.7,2.79,8,2,NA,3,5618.67,2019-09-04T00:00:00Z,15656
>60 Months,RTC,N,0,1.24,4,NA,NA,2,6322.3,NA,7828
>60 Months,RTC,N,0.68,0.68,1,1,NA,NA,2893.42,2019-09-07T00:00:00Z,1957
>60 Months,RTC,N,0,0.84,2,NA,NA,2,4682.23,NA,3914
>60 Months,RTC,N,0.38,1.92,5,1,1,2,5086.36,2018-11-17T00:00:00Z,9785
>60 Months,RTC,N,0,1.33,4,NA,NA,2,5871.12,NA,7828
>60 Months,RTC,N,0,2.8,3,NA,NA,2,2096.64,NA,5871
>60 Months,RTC,N,0.38,2.26,6,1,NA,3,5199.8,2017-06-22T00:00:00Z,11742
>60 Months,RTC,N,0.62,1.85,3,1,NA,1,3172.78,2019-01-13T00:00:00Z,5871
>18 & <60 Months,RTC,N,0.32,1.29,4,1,NA,2,6078.68,2017-08-14T00:00:00Z,7828
>18 & <60 Months,RTC,N,0,2.56,7,NA,NA,6,5349.66,NA,13699
>18 & <60 Months,RTC,N,0,1.07,3,NA,NA,3,5466.95,NA,5871
>18 & <60 Months,RTC,N,0,0.76,2,NA,NA,1,5148.34,NA,3914
>18 & <60 Months,RTC,N,0.65,1.96,6,2,NA,2,5980.12,2019-09-02T00:00:00Z,11742
>18 & <60 Months,RTC,N,0,1.21,4,NA,NA,3,6456.2,NA,7828
>18 & <60 Months,RTC,N,0.85,2.99,7,2,NA,3,4585.45,2018-12-06T00:00:00Z,13699
>18 & <60 Months,RTC,N,0.36,2.88,8,1,NA,6,5441.73,2017-05-05T00:00:00Z,15656
>18 & <60 Months,RTC,N,0,3.22,9,NA,NA,7,5470.85,NA,17613
>18 & <60 Months,RTC,N,0,0.94,3,NA,NA,3,6264.69,NA,5871
>18 & <60 Months,RTC,N,0.34,2.74,8,1,NA,4,5706.09,2018-12-08T00:00:00Z,15656
>18 & <60 Months,RTC,N,1.83,12.78,35,5,2,22,5359.81,2019-05-10T00:00:00Z,68495
>18 & <60 Months,RTC,N,0.32,2.25,7,1,NA,6,6095.63,2017-01-20T00:00:00Z,13699
>18 & <60 Months,RTC,N,1.04,4.84,14,3,1,7,5662.65,2017-08-21T00:00:00Z,27398
>18 & <60 Months,RTC,N,0.37,1.83,5,1,NA,4,5351.08,2018-03-15T00:00:00Z,9785
>18 & <60 Months,RTC,N,1.06,2.11,6,3,NA,3,5563.87,2019-11-29T00:00:00Z,11742
>18 & <60 Months,RTC,N,0.35,1.06,3,1,NA,2,5546.98,2017-10-11T00:00:00Z,5871
>18 & <60 Months,RTC,N,0,1.39,4,NA,NA,3,5650.51,NA,7828
>18 & <60 Months,RTC,N,1.04,5.52,16,3,NA,7,5671.37,2017-07-31T00:00:00Z,31312
>18 & <60 Months,RTC,N,0.35,2.08,6,1,NA,4,5639.99,2019-09-06T00:00:00Z,11742
>18 & <60 Months,RTC,N,0.95,2.36,5,2,NA,2,4140.11,2019-07-18T00:00:00Z,9785
>18 & <60 Months,RTC,N,0,1.1,3,NA,NA,3,5350.64,NA,5871
>18 & <60 Months,RTC,N,0,3.51,10,NA,1,9,5569.26,NA,19570
>18 & <60 Months,RTC,N,0.72,2.87,8,2,NA,2,5461.77,2017-05-25T00:00:00Z,15656
>18 & <60 Months,RTC,N,0.36,2.5,7,1,NA,5,5473.64,2018-12-11T00:00:00Z,13699
>18 & <60 Months,RTC,N,1.02,1.7,5,3,NA,1,5771.87,2018-12-17T00:00:00Z,9785
>18 & <60 Months,RTC,N,0.31,1.87,6,1,NA,4,6272.67,2017-08-19T00:00:00Z,11742
>18 & <60 Months,RTC,N,0.41,2.89,7,1,1,3,4743.47,2018-07-12T00:00:00Z,13699
>18 & <60 Months,RTC,N,0,0.95,3,NA,1,1,6209.69,NA,5871
>18 & <60 Months,RTC,N,0,3.54,9,NA,NA,5,4976.54,NA,17613
>18 & <60 Months,RTC,N,0.59,1.78,6,2,NA,2,6593.81,2019-09-10T00:00:00Z,11742
>18 & <60 Months,RTC,N,0.72,2.51,7,2,NA,5,5464.95,2018-06-10T00:00:00Z,13699
>18 & <60 Months,RTC,N,0.34,1.72,5,1,NA,3,5679.57,2017-04-20T00:00:00Z,9785
>18 & <60 Months,RTC,N,1.81,7.24,20,5,1,13,5406.26,2019-12-18T00:00:00Z,39140
>18 & <60 Months,RTC,N,0.37,3.33,9,1,NA,2,5290.64,2019-02-04T00:00:00Z,17613
>18 & <60 Months,RTC,N,0,1.81,5,NA,NA,3,5403.45,NA,9785
>18 & <60 Months,RTC,N,0,2.18,6,NA,NA,4,5394.14,NA,11742
>18 & <60 Months,RTC,N,0,1.23,3,NA,NA,1,4759.67,NA,5871
>18 & <60 Months,RTC,N,0.38,1.53,4,1,NA,2,5123.37,2018-01-09T00:00:00Z,7828
>18 & <60 Months,RTC,N,0.41,7.45,18,1,NA,10,4728.47,2019-05-03T00:00:00Z,35226
>18 & <60 Months,RTC,N,0,2.55,7,NA,NA,6,5381.39,NA,13699
>18 & <60 Months,RTC,N,1.3,2.61,6,3,NA,3,4505.23,2019-01-21T00:00:00Z,11742
>18 & <60 Months,RTC,N,0.73,2.94,8,2,1,4,5330.34,2018-06-28T00:00:00Z,15656
>18 & <60 Months,RTC,N,1.48,4.08,11,4,NA,6,5273.53,2018-06-28T00:00:00Z,21527
>18 & <60 Months,RTC,N,0.76,1.9,5,2,NA,2,5148.19,2018-11-06T00:00:00Z,9785
>18 & <60 Months,RTC,N,0,1.11,3,NA,NA,2,5287.52,NA,5871
>18 & <60 Months,RTC,N,0,2.93,8,NA,NA,6,5350.46,NA,15656
>18 & <60 Months,RTC,N,0,3.12,7,NA,NA,5,4395.48,NA,13699
>18 & <60 Months,RTC,N,0,2.42,6,NA,NA,4,4857.7,NA,11742
>18 & <60 Months,RTC,N,0.48,1.43,3,1,NA,1,4099.59,2018-04-16T00:00:00Z,5871
>18 & <60 Months,RTC,N,0.89,2.23,5,2,NA,3,4390.71,2019-11-03T00:00:00Z,9785
>18 & <60 Months,RTC,N,0.52,2.06,4,1,NA,3,3799.05,2018-06-29T00:00:00Z,7828
>18 & <60 Months,RTC,N,0,0.87,2,NA,NA,1,4485.79,NA,3914
>18 & <60 Months,RTC,N,0,1.78,4,NA,NA,2,4395.37,NA,7828
>18 & <60 Months,RTC,N,0.46,1.37,3,1,NA,1,4295.55,2018-03-31T00:00:00Z,5871
>18 & <60 Months,RTC,N,0.47,1.89,4,1,NA,2,4131.8,2018-12-04T00:00:00Z,7828
>18 & <60 Months,RTC,N,1.92,3.2,5,3,NA,1,3056.72,2018-05-16T00:00:00Z,9785
>18 & <60 Months,RTC,N,0.52,3.11,6,1,NA,4,3771.89,2019-02-19T00:00:00Z,11742
>18 & <60 Months,RTC,N,3.95,6.58,10,6,1,2,2973.16,2020-01-05T00:00:00Z,19570
>18 & <60 Months,RTC,N,0.42,2.55,6,1,NA,4,4610.67,2019-01-25T00:00:00Z,11742
>18 & <60 Months,RTC,N,0,2.28,5,NA,NA,5,4293.51,NA,9785
>18 & <60 Months,RTC,N,1.61,5.9,11,3,NA,7,3650.97,2019-07-14T00:00:00Z,21527
>18 & <60 Months,RTC,N,0.43,3.41,8,1,1,5,4590.59,2018-02-11T00:00:00Z,15656
>18 & <60 Months,RTC,N,0.72,1.44,2,1,NA,1,2725.94,2018-07-12T00:00:00Z,3914
>18 & <60 Months,RTC,N,0.45,4.47,10,1,NA,7,4375.52,2020-03-06T00:00:00Z,19570
>18 & <60 Months,RTC,N,0.45,2.67,6,1,NA,5,4391.8,2018-03-04T00:00:00Z,11742
>18 & <60 Months,RTC,N,0.45,3.12,7,1,NA,4,4387.43,2019-04-01T00:00:00Z,13699
>18 & <60 Months,RTC,N,0.53,1.6,3,1,NA,2,3670.63,2018-07-31T00:00:00Z,5871
>18 & <60 Months,RTC,N,0.47,2.35,5,1,NA,3,4157.27,2018-04-13T00:00:00Z,9785
>18 & <60 Months,RTC,N,0.61,7.29,12,1,NA,8,3221.34,2018-08-27T00:00:00Z,23484
>18 & <60 Months,RTC,N,0.53,3.19,6,1,NA,5,3680.17,2018-04-17T00:00:00Z,11742
>18 & <60 Months,RTC,N,1.06,2.13,4,2,1,1,3676.33,2018-05-19T00:00:00Z,7828
>18 & <60 Months,RTC,N,0,3.58,7,NA,NA,4,3822.09,NA,13699
>18 & <60 Months,RTC,N,1.66,5.53,10,3,NA,5,3536.46,2019-05-07T00:00:00Z,19570
>18 & <60 Months,RTC,N,1.73,2.31,4,3,NA,NA,3387.16,2020-01-20T00:00:00Z,7828
>18 & <60 Months,RTC,N,1.36,5.42,8,2,NA,5,2886.4,2018-10-04T00:00:00Z,15656
>18 & <60 Months,RTC,N,0.99,2.97,3,1,NA,2,1978.31,2018-09-13T00:00:00Z,5871
>18 & <60 Months,RTC,N,0.74,1.49,2,1,NA,1,2629.53,2019-03-23T00:00:00Z,3914
>18 & <60 Months,RTC,N,0,2.64,4,NA,NA,4,2960.44,NA,7828
>18 & <60 Months,RTC,N,0.7,2.09,3,1,NA,2,2814.24,2019-12-19T00:00:00Z,5871
>18 & <60 Months,RTC,N,0.71,0.71,1,1,NA,NA,2741.89,2018-10-17T00:00:00Z,1957
>18 & <60 Months,RTC,N,1.39,2.08,3,2,NA,1,2820.54,2019-12-18T00:00:00Z,5871
>18 & <60 Months,RTC,N,0,2.71,4,NA,NA,4,2886.75,NA,7828
>18 & <60 Months,RTC,N,0,0.71,1,NA,NA,1,2765.61,NA,1957
>18 & <60 Months,RTC,N,0,3.7,5,NA,NA,4,2643.8,NA,9785
>18 & <60 Months,RTC,N,0.89,4.45,5,1,NA,3,2200.49,2019-07-29T00:00:00Z,9785
>18 & <60 Months,RTC,N,0,2.31,3,NA,NA,2,2540.17,NA,5871
>18 & <60 Months,RTC,N,0.73,1.47,2,1,NA,1,2669.85,2019-05-02T00:00:00Z,3914
>18 & <60 Months,RTC,N,0.78,0.78,1,1,NA,NA,2510.5,2019-06-28T00:00:00Z,1957
>18 & <60 Months,RTC,N,0.8,1.59,2,1,NA,1,2454.18,2019-02-22T00:00:00Z,3914
>6 & 18 Months,RTC,N,0,2.35,3,NA,NA,3,2500.38,NA,5871
>6 & 18 Months,RTC,N,0,0.91,1,NA,NA,1,2143.98,NA,1957
>6 & 18 Months,RTC,N,1.75,3.51,4,2,NA,2,2232.45,2019-12-13T00:00:00Z,7828
>6 & 18 Months,RTC,N,0,0.8,1,NA,NA,NA,2444.49,NA,1957
>6 & 18 Months,RTC,N,1.67,1.67,2,2,NA,NA,2345.72,2019-03-06T00:00:00Z,3914
>6 & 18 Months,RTC,N,0,1.78,2,NA,NA,NA,2199.46,NA,3914
>6 & 18 Months,RTC,N,2.92,4.86,5,3,NA,1,2012.47,2020-02-06T00:00:00Z,9785
>6 & 18 Months,RTC,N,0.87,1.74,2,1,1,NA,2244.11,2019-09-28T00:00:00Z,3914
>6 & 18 Months,RTC,N,0,0.85,1,NA,NA,1,2314.47,NA,1957
>6 & 18 Months,RTC,Y,0,2.25,1,NA,1,NA,871.08,NA,1957
>6 & 18 Months,RTC,N,2.06,4.11,4,2,NA,1,1903.43,2019-08-31T00:00:00Z,7828
>6 & 18 Months,RTC,N,1.63,3.26,2,1,NA,NA,1201.58,2019-03-31T00:00:00Z,3914
>6 & 18 Months,RTC,N,0,0.89,1,NA,NA,NA,2207.99,NA,1957
>6 & 18 Months,RTC,N,0.98,5.86,6,1,NA,3,2003.35,2019-05-16T00:00:00Z,11742
>6 & 18 Months,RTC,N,1.17,2.34,2,1,NA,1,1675,2020-01-26T00:00:00Z,3914
>6 & 18 Months,RTC,N,0,0.91,1,NA,NA,1,2142.1,NA,1957
>6 & 18 Months,RTC,N,1.14,4.58,4,1,NA,2,1710.15,2019-12-10T00:00:00Z,7828
>6 & 18 Months,RTC,N,0,1.98,2,NA,NA,1,1979.37,NA,3914
>6 & 18 Months,RTC,N,1.09,2.18,2,1,NA,1,1799.23,2019-04-25T00:00:00Z,3914
>6 & 18 Months,RTC,N,1.27,1.27,1,1,NA,NA,1545.36,2019-05-10T00:00:00Z,1957
>6 & 18 Months,RTC,N,1.62,4.86,3,1,NA,2,1208.31,2019-08-02T00:00:00Z,5871
>6 & 18 Months,RTC,N,0,2.21,2,NA,NA,2,1768.53,NA,3914
>6 & 18 Months,RTC,N,0,4.5,4,NA,NA,2,1740.83,NA,7828
>6 & 18 Months,RTC,N,0,2.56,2,NA,NA,2,1527.16,NA,3914
>6 & 18 Months,RTC,N,2.46,6.16,5,2,NA,2,1589.62,2019-10-28T00:00:00Z,9785
>6 & 18 Months,RTC,N,1.88,1.88,1,1,NA,NA,1039.75,2019-06-07T00:00:00Z,1957
>6 & 18 Months,RTC,N,0,2.53,2,NA,NA,1,1544.46,NA,3914
>6 & 18 Months,RTC,N,0,1.21,1,NA,NA,NA,1616.84,NA,1957
>6 & 18 Months,RTC,N,0,2.54,2,NA,NA,2,1543.68,NA,3914
>6 & 18 Months,RTC,N,0,3.38,2,NA,NA,1,1157.97,NA,3914
>6 & 18 Months,RTC,N,1.1,1.1,1,1,NA,NA,1776.26,2019-08-27T00:00:00Z,1957
>6 & 18 Months,RTC,N,0,4.19,3,NA,NA,2,1402.51,NA,5871
>6 & 18 Months,RTC,N,3.29,4.93,3,2,NA,1,1189.95,2019-08-28T00:00:00Z,5871
>6 & 18 Months,RTC,N,1.45,2.89,2,1,NA,1,1353.42,2019-08-16T00:00:00Z,3914
>6 & 18 Months,RTC,N,0,1.42,1,NA,NA,1,1379.24,NA,1957
>6 & 18 Months,RTC,N,0,7.38,5,NA,NA,3,1326.25,NA,9785
>6 & 18 Months,RTC,N,1.33,2.65,2,1,NA,1,1476,2019-08-10T00:00:00Z,3914
>6 & 18 Months,RTC,N,0,2.02,1,NA,NA,1,970.99,NA,1957
>6 & 18 Months,RTC,N,1.68,3.35,2,1,NA,1,1167.23,2019-10-12T00:00:00Z,3914
>6 & 18 Months,RTC,Y,0,4.55,2,NA,NA,1,859.9,NA,3914
>6 & 18 Months,RTC,N,1.96,3.93,2,1,NA,NA,996.31,2019-11-16T00:00:00Z,3914
>6 & 18 Months,RTC,N,0,3.93,2,NA,NA,1,995.56,NA,3914
>6 & 18 Months,RTC,Y,0,4.24,2,NA,NA,NA,923.43,NA,3914
>6 & 18 Months,RTC,Y,0,4.51,2,NA,NA,1,868.01,NA,3914
>6 & 18 Months,RTC,Y,0,4.81,2,NA,1,1,813.93,NA,3914
>6 & 18 Months,RTC,Y,0,2.42,1,NA,NA,1,808.64,NA,1957
>6 & 18 Months,RTC,Y,5.3,7.95,3,2,NA,NA,738.76,2020-02-07T00:00:00Z,5871
>6 & 18 Months,RTC,Y,0,6.43,2,NA,NA,NA,608.82,NA,3914
>6 & 18 Months,RTC,Y,0,6.19,2,NA,NA,1,632.39,NA,3914
<6 Months,RTC,Y,3.11,6.23,2,1,NA,1,628.61,2019-12-17T00:00:00Z,3914
<6 Months,RTC,Y,0,2.93,1,NA,NA,NA,667.8,NA,1957
<6 Months,RTC,Y,2.92,5.85,2,1,NA,NA,669.13,2019-12-25T00:00:00Z,3914
<6 Months,RTC,Y,0,3.8,1,NA,NA,1,514.48,NA,1957
<6 Months,RTC,Y,0,6.52,2,NA,NA,NA,600.29,NA,3914
<6 Months,RTC,Y,0,4.13,1,NA,NA,1,473.6,NA,1957
<6 Months,RTC,Y,0,4.14,1,NA,NA,1,472.9,NA,1957
<6 Months,RTC,Y,0,5.7,1,NA,NA,NA,343.32,NA,1957
>60 Months,PTC-Shuttle,N,0.47,0.47,1,1,NA,NA,4195.08,2017-09-19T00:00:00Z,1957
>60 Months,PTC-Shuttle,N,0.41,0.41,1,1,NA,NA,4773.89,2017-12-11T00:00:00Z,1957
>60 Months,PTC-Shuttle,N,0,0.75,2,NA,NA,1,5207.93,NA,3914
>60 Months,PTC-Shuttle,N,0,1.53,3,NA,NA,3,3845.42,NA,5871
>60 Months,PTC-Shuttle,N,0.84,0.84,2,2,NA,NA,4665.99,2018-11-12T00:00:00Z,3914
>60 Months,PTC-Shuttle,N,0,0.4,1,NA,NA,1,4878.31,NA,1957
>60 Months,PTC-Shuttle,N,0,0.38,1,NA,NA,1,5145.58,NA,1957
>60 Months,PTC-Shuttle,N,1.34,2.01,3,2,NA,NA,2916.86,2019-12-04T00:00:00Z,5871
>60 Months,PTC-Shuttle,N,0,0.87,2,NA,NA,2,4521.93,NA,3914
>60 Months,PTC-Shuttle,N,0,0.39,1,NA,NA,1,5001.26,NA,1957
>60 Months,PTC-Shuttle,N,0.37,1.1,3,1,NA,2,5335.61,2018-08-16T00:00:00Z,5871
>60 Months,PTC-Shuttle,N,0.76,0.76,2,2,NA,NA,5133.92,2018-09-11T00:00:00Z,3914
>60 Months,PTC-Shuttle,N,0,0.74,2,NA,NA,1,5282.26,NA,3914
>60 Months,PTC-Shuttle,N,0,1.15,3,NA,NA,2,5117.29,NA,5871
>60 Months,PTC-Shuttle,N,0,0.43,1,NA,NA,1,4576.35,NA,1957
>60 Months,PTC-Shuttle,N,0.5,0.5,1,1,NA,NA,3916.27,2017-09-05T00:00:00Z,1957
>60 Months,PTC-Shuttle,N,0,0.73,2,NA,NA,1,5356.42,NA,3914
>60 Months,PTC-Shuttle,N,0,0.66,2,NA,NA,2,5927.43,NA,3914
>60 Months,PTC-Shuttle,N,0.41,0.41,1,1,NA,NA,4758.11,2019-03-04T00:00:00Z,1957
>60 Months,PTC-Shuttle,N,0,0.35,1,NA,NA,1,5580.02,NA,1957
>60 Months,PTC-Shuttle,N,0,0.83,2,NA,NA,2,4710.64,NA,3914
>60 Months,PTC-Shuttle,N,0.37,0.74,2,1,NA,1,5313.15,2018-05-15T00:00:00Z,3914
>60 Months,PTC-Shuttle,N,0.43,2.59,6,1,NA,4,4541.44,2018-07-30T00:00:00Z,11742
>60 Months,PTC-Shuttle,N,0.69,2.08,6,2,NA,3,5639.1,2018-03-13T00:00:00Z,11742
>60 Months,PTC-Shuttle,N,0.57,0.57,1,1,NA,NA,3404.13,2019-01-31T00:00:00Z,1957
>60 Months,PTC-Shuttle,N,0,0.74,2,NA,NA,1,5282.17,NA,3914
>60 Months,PTC-Shuttle,N,0,0.89,2,NA,NA,2,4393.7,NA,3914
>60 Months,PTC-Shuttle,N,0.84,0.84,1,1,NA,NA,2338.28,2019-08-01T00:00:00Z,1957
>60 Months,PTC-Shuttle,N,0,2.2,5,NA,NA,4,4437.93,NA,9785
>60 Months,PTC-Shuttle,N,0.37,1.12,3,1,NA,2,5252.01,2018-12-08T00:00:00Z,5871
>60 Months,PTC-Shuttle,N,0,0.37,1,NA,NA,1,5256.17,NA,1957
>60 Months,PTC-Shuttle,N,0,0.77,2,NA,1,1,5085.64,NA,3914
>60 Months,PTC-Shuttle,N,0.43,1.71,4,1,NA,3,4565.58,2019-08-15T00:00:00Z,7828
>60 Months,PTC-Shuttle,N,0,0.52,1,NA,NA,1,3757.24,NA,1957
>60 Months,PTC-Shuttle,N,0,0.36,1,NA,NA,NA,5458.92,NA,1957
>60 Months,PTC-Shuttle,N,0.35,0.7,2,1,NA,1,5558.9,2019-01-01T00:00:00Z,3914
>60 Months,PTC-Shuttle,N,0,0.97,2,NA,NA,2,4046.65,NA,3914
>60 Months,PTC-Shuttle,N,0,1.19,3,NA,NA,3,4953.96,NA,5871
>60 Months,PTC-Shuttle,N,0,1.44,4,NA,NA,4,5429.6,NA,7828
>60 Months,PTC-Shuttle,N,0,0.36,1,NA,NA,1,5458.61,NA,1957
>60 Months,PTC-Shuttle,N,0,1.64,5,NA,NA,2,5978.38,NA,9785
>60 Months,PTC-Shuttle,N,0.77,3.07,4,1,NA,2,2546.74,2018-05-03T00:00:00Z,7828
>60 Months,PTC-Shuttle,N,0.35,0.71,2,1,NA,NA,5524.62,2019-07-09T00:00:00Z,3914
>60 Months,PTC-Shuttle,N,0,1.22,2,NA,NA,1,3208.81,NA,3914
>18 & <60 Months,PTC-Shuttle,N,0.53,1.06,2,1,NA,1,3708.59,2019-05-16T00:00:00Z,3914
>18 & <60 Months,PTC-Shuttle,N,0.58,1.16,2,1,NA,1,3384.89,2018-05-16T00:00:00Z,3914
>18 & <60 Months,PTC-Shuttle,N,0.64,0.64,1,1,NA,NA,3047.46,2017-06-20T00:00:00Z,1957
>18 & <60 Months,PTC-Shuttle,N,0,0.42,1,NA,NA,1,4688.63,NA,1957
>18 & <60 Months,PTC-Shuttle,N,0,0.34,1,NA,NA,NA,5695.69,NA,1957
>18 & <60 Months,PTC-Shuttle,N,1.36,2.27,5,3,NA,2,4302.37,2020-01-27T00:00:00Z,9785
>18 & <60 Months,PTC-Shuttle,N,0.34,0.34,1,1,NA,NA,5716.76,2018-08-02T00:00:00Z,1957
>18 & <60 Months,PTC-Shuttle,N,0,0.36,1,NA,NA,1,5493.63,NA,1957
>18 & <60 Months,PTC-Shuttle,N,1.09,4.38,8,2,NA,4,3577.31,2019-03-27T00:00:00Z,15656
>18 & <60 Months,PTC-Shuttle,N,0,0.34,1,NA,NA,NA,5709.02,NA,1957
>18 & <60 Months,PTC-Shuttle,N,0,0.52,1,NA,NA,NA,3767.48,NA,1957
>18 & <60 Months,PTC-Shuttle,N,0.44,1.33,3,1,NA,2,4410.89,2019-02-26T00:00:00Z,5871
>18 & <60 Months,PTC-Shuttle,N,0,0.8,2,NA,NA,2,4919.21,NA,3914
>18 & <60 Months,PTC-Shuttle,N,0.38,0.76,2,1,NA,NA,5175.65,2018-11-01T00:00:00Z,3914
>18 & <60 Months,PTC-Shuttle,N,0,0.37,1,NA,NA,NA,5227.31,NA,1957
>18 & <60 Months,PTC-Shuttle,N,0.63,1.25,2,1,NA,1,3131.18,2020-01-31T00:00:00Z,3914
>18 & <60 Months,PTC-Shuttle,N,1.03,1.03,3,3,NA,NA,5700.21,2018-04-28T00:00:00Z,5871
>18 & <60 Months,PTC-Shuttle,N,0,0.77,2,NA,NA,1,5105.99,NA,3914
>18 & <60 Months,PTC-Shuttle,N,1.75,5.25,12,4,1,5,4469.05,2019-06-19T00:00:00Z,23484
>18 & <60 Months,PTC-Shuttle,N,0.77,1.92,5,2,NA,3,5099.55,2017-08-06T00:00:00Z,9785
>18 & <60 Months,PTC-Shuttle,N,0.86,1.29,3,2,NA,1,4557.72,2019-08-01T00:00:00Z,5871
>18 & <60 Months,PTC-Shuttle,N,1.69,2.95,7,4,1,NA,4642.1,2019-07-27T00:00:00Z,13699
>18 & <60 Months,PTC-Shuttle,N,0,0.46,1,NA,NA,1,4284.14,NA,1957
>18 & <60 Months,PTC-Shuttle,N,0.89,1.34,3,2,NA,NA,4376.1,2019-05-24T00:00:00Z,5871
>18 & <60 Months,PTC-Shuttle,N,0,0.84,2,NA,NA,2,4634.99,NA,3914
>18 & <60 Months,PTC-Shuttle,N,0,0.42,1,NA,NA,1,4654.65,NA,1957
>18 & <60 Months,PTC-Shuttle,N,0,0.92,2,NA,NA,1,4269.08,NA,3914
>18 & <60 Months,PTC-Shuttle,N,1.29,1.72,4,3,NA,1,4544.13,2018-12-17T00:00:00Z,7828
>18 & <60 Months,PTC-Shuttle,N,0,0.52,1,NA,NA,1,3731.34,NA,1957
>18 & <60 Months,PTC-Shuttle,N,0,0.99,2,NA,NA,1,3944.87,NA,3914
>18 & <60 Months,PTC-Shuttle,N,0,0.56,1,NA,NA,NA,3515.85,NA,1957
>18 & <60 Months,PTC-Shuttle,N,0.66,0.66,1,1,NA,NA,2977.46,2020-01-30T00:00:00Z,1957
>18 & <60 Months,PTC-Shuttle,N,0.79,2.37,3,1,NA,1,2472.49,2019-01-03T00:00:00Z,5871
>18 & <60 Months,PTC-Shuttle,N,0,0.61,1,NA,NA,NA,3210.67,NA,1957
>18 & <60 Months,PTC-Shuttle,N,0,2.1,2,NA,NA,2,1864.97,NA,3914
>18 & <60 Months,PTC-Shuttle,N,0.8,2.4,3,1,NA,1,2443.5,2019-02-05T00:00:00Z,5871
>18 & <60 Months,PTC-Shuttle,N,1.73,3.46,2,1,NA,1,1132.74,2019-05-29T00:00:00Z,3914
>6 & 18 Months,PTC-Shuttle,N,0,1.21,1,NA,NA,1,1614.2,NA,1957
>6 & 18 Months,PTC-Shuttle,N,0,1.7,1,NA,NA,NA,1148.2,NA,1957
>6 & 18 Months,PTC-Shuttle,N,0,3,2,NA,NA,1,1306.41,NA,3914
>60 Months,PTC,N,0.37,1.5,4,1,NA,1,5222.46,2019-09-24T00:00:00Z,7828
>60 Months,PTC,N,0,0.63,2,NA,NA,1,6237.53,NA,3914
>60 Months,PTC,N,0,0.73,2,NA,NA,1,5348.56,NA,3914
>60 Months,PTC,N,0.39,0.77,2,1,NA,1,5067.62,2019-10-04T00:00:00Z,3914
>60 Months,PTC,N,0.77,1.53,4,2,NA,NA,5105.42,2019-06-12T00:00:00Z,7828
>60 Months,PTC,N,0,0.81,2,NA,1,1,4845.83,NA,3914
>60 Months,PTC,N,0,0.45,1,NA,NA,1,4394.17,NA,1957
>60 Months,PTC,N,0.47,1.42,3,1,NA,2,4145.3,2017-01-04T00:00:00Z,5871
>60 Months,PTC,N,0.79,1.19,3,2,NA,1,4940.14,2018-05-14T00:00:00Z,5871
>60 Months,PTC,N,0.36,1.45,4,1,NA,3,5394.41,2019-10-09T00:00:00Z,7828
>60 Months,PTC,N,0,0.76,2,NA,NA,1,5153.35,NA,3914
>60 Months,PTC,N,0,0.33,1,NA,NA,NA,5864.02,NA,1957
>60 Months,PTC,N,1.01,1.34,4,3,NA,1,5835.04,2019-02-05T00:00:00Z,7828
>60 Months,PTC,N,0,1.24,3,NA,NA,NA,4723.02,NA,5871
>60 Months,PTC,N,0,0.3,1,NA,NA,1,6507.52,NA,1957
>60 Months,PTC,N,0,0.69,1,NA,NA,1,2839.1,NA,1957
>60 Months,PTC,N,0.43,0.86,2,1,NA,1,4566.74,2018-02-23T00:00:00Z,3914
>60 Months,PTC,N,0.43,0.43,1,1,NA,NA,4534.05,2017-11-13T00:00:00Z,1957
>60 Months,PTC,N,0,0.78,2,NA,NA,1,5005.54,NA,3914
>60 Months,PTC,N,0.35,1.4,4,1,NA,2,5602.49,2019-10-21T00:00:00Z,7828
